id,name,island,status,distM,stable,googleResult,googleType,placeId,query
1588,Παραλία Τρίνησα,Lakonia (mainland),WRONG_PLACE,1695,false,Παραλία Τρινήσα,beach,ChIJbeFuzgQhnhQRotKkN8t8MRs,"Παραλία Τρίνησα, Lakonia"
1591,Πόρτο Κάγιο,Lakonia (mainland),WRONG_TYPE,80,false,Πόρτο Κάγιο,,ChIJw_FXLFICYhMRBdBXgjxcT-U,"Πόρτο Κάγιο, Lakonia"
1592,Πούλια,Lakonia (mainland),WRONG_PLACE,9500,false,"Παραλία ""Πυλά""",tourist_attraction,ChIJpRSZbgAXnhQRMLPNtJaVAh0,"Πούλια, Lakonia"
1594,Πρώτο Αυλάκι,Lakonia (mainland),WRONG_PLACE,76465,false,Παραλία Βαθύ,beach,ChIJv0BTALADYhMRzj5OSqCcQTk,"Πρώτο Αυλάκι, Lakonia"
1596,Πύλιζα,Lakonia (mainland),WRONG_PLACE,31683,false,Princess Kyniska Suites,hotel,ChIJDW-6OpwXnhQRuJMz7lSqiws,"Πύλιζα, Lakonia"
1597,Ρωμαϊκή Παραλία,Lakonia (mainland),WRONG_PLACE,11898,false,Παραλία Γερολιμένα,,ChIJx_GjTd_3YRMRH33fzLATWKo,"Ρωμαϊκή Παραλία, Lakonia"
1600,Χαλικιά,Lakonia (mainland),WRONG_PLACE,8153,false,Αλύπα,,ChIJOSYMAzX6YRMRh7kNTzu-Zyc,"Χαλικιά, Lakonia"
1604,Άγιος Νικόλαος,Messinia (mainland),WRONG_PLACE,57946,false,Άγιος Νικόλαος,,ChIJx9Dot4fqYRMRzTNbVDz8Dck,"Άγιος Νικόλαος, Messinia"
1607,Αρτακι,Messinia (mainland),WRONG_TYPE,145,false,"Artaki restaurant Koroni, Αρτάκι εστιατόριο Κορώνη",greek_restaurant,ChIJu7uW-fWbYRMRMerin2UnfD8,"Αρτακι, Messinia"
1611,Γαργαρού,Messinia (mainland),WRONG_TYPE,203,false,Παραλία Γάργαρου,hiking_area,ChIJXUNOMQCdYRMRP0NiQ7VNi9I,"Γαργαρού, Messinia"
1612,Γλυφάδα,Messinia (mainland),WRONG_PLACE,27420,false,Γλυφάδα,,ChIJO8p6og4MYRMRReNBRyY36_s,"Γλυφάδα, Messinia"
1620,Κρυονέρι,Messinia (mainland),WRONG_PLACE,52350,false,Κρυονέρι,,ChIJL-l9QbgBYRMRukaSyS-4yFE,"Κρυονέρι, Messinia"
1623,Λαχανού,Messinia (mainland),WRONG_PLACE,11437,false,Λαχανάδα,,ChIJQ2vGIF52YRMRfQcYZA7I1Ak,"Λαχανού, Messinia"
1624,Λιβάδια,Messinia (mainland),WRONG_PLACE,96527,false,Παραλία Λειβάδια,tourist_attraction,ChIJsQgv29trnhQR7mnWUn7-lOo,"Λιβάδια, Messinia"
1626,Μάτι,Messinia (mainland),WRONG_TYPE,1334,false,Messinia Massage Armonia,massage,ChIJf3c7wFMTYRMRMrCXQo-43tA,"Μάτι, Messinia"
1631,Παραλία Βουνάκι,Messinia (mainland),WRONG_TYPE,870,false,Βουνάκι,,ChIJwXfFrPr8YBMRaCzKoiykN9A,"Παραλία Βουνάκι, Messinia"
1633,Παραλία Δελφίνια,Messinia (mainland),WRONG_PLACE,4145,false,Παραλία Ριτσά,beach,ChIJB9zpCXC_YRMR3BxKOUKZzy4,"Παραλία Δελφίνια, Messinia"
1643,Παραλία Φιλοξενία,Messinia (mainland),WRONG_TYPE,257,false,Grecotel Filoxenia Kalamata,hotel,ChIJQ2kDlP65YRMRQkbGv2tqSD0,"Παραλία Φιλοξενία, Messinia"
1645,Παραλία Χωμάτι,Messinia (mainland),WRONG_PLACE,12968,false,Παραλία Μαυροβούνι,tourist_attraction,ChIJGx8k9Vp3YRMRTPmVM1IfgnA,"Παραλία Χωμάτι, Messinia"
1647,Πετροχώρι,Messinia (mainland),WRONG_TYPE,692,false,Πετροχώρι,,ChIJl--wWZwSYRMRUV7csCy7CDI,"Πετροχώρι, Messinia"
1654,Kartela,Messinia (mainland),WRONG_TYPE,1374,false,Καρτέλα,apartment_complex,ChIJY0vnbgADYRMRmCjIyXQbAFk,"Kartela, Messinia"
1655,Oasi,Messinia (mainland),WRONG_TYPE,735,false,ΟΑΣΗΣ,premise,ChIJU3A7Ma2lYRMRLQOPkzkcyns,"Oasi, Messinia"
3021,Πεταλίδι,Messinia (mainland),WRONG_TYPE,181,false,Πεταλίδι,,ChIJ5QbMUGuhYRMRoUremn8oMco,"Πεταλίδι, Messinia"
1661,Κάτω Κάμπος,Amorgos,WRONG_PLACE,1634,false,Καλοφάνα,,ChIJ5X69sZXzlxQRsqJhMhGDdk8,"Κάτω Κάμπος, Amorgos"
1666,Παραδείσια,Amorgos,WRONG_TYPE,8,false,παραλία Παραδεισία,sports_activity_location,ChIJ2_mRMwDzlxQRqQPEQzpEGco,"Παραδείσια, Amorgos"
1667,Φοινικιές,Amorgos,WRONG_PLACE,25009,false,Παραλία Φοίνικα,beach,ChIJWzbJzyoDmBQRq4ai4Y9OZRc,"Παραλία Φοινικιές, Amorgos"
1668,Χόχλακας,Amorgos,WRONG_PLACE,182103,false,Παράλια Χόχλακας,tourist_attraction,ChIJTWK6byFtuxQRmIvT8KitZqE,"Χόχλακας, Amorgos"
1674,Καλαγκάθι,Anafi,WRONG_PLACE,2184,false,Casa di Namphio Villa & Suites - Anafi Island,hotel,ChIJI8hlK2p_lxQRWPhfyKSuO24,"Καλαγκάθι, Anafi"
1678,Λιβοσκόπος,Anafi,WRONG_TYPE,15,false,Livoskopos spiaggia,tourist_attraction,ChIJi620TwB5lxQRu0-ES7rdC5o,"Λιβοσκόπος, Anafi"
1681,Ξετρυπητή,Anafi,WRONG_PLACE,2006,false,Golden Beach Resort Anafi,hotel,ChIJ-9Pzq7Z-lxQRLecHRQaWoCw,"Ξετρυπητή, Anafi"
1683,Πράσσα,Anafi,WRONG_PLACE,113215,false,Πράσα - Παραλία Αγίου Γεωργίου,beach,ChIJIzrythbmmBQRN6qEODNUDRo,"Πράσσα, Anafi"
1687,Άγιος Ιωάννης,Andros,WRONG_PLACE,32690,false,Άγιος Ιωάννης,,ChIJZ7KUOKiyoxQRHPEsDZMdSZw,"Άγιος Ιωάννης, Andros"
1695,Βόρη,Andros,WRONG_TYPE,41,false,Βόρη,natural_feature,ChIJncP0SzNVohQRRtcwow2-LLA,"Βόρη, Andros"
1696,Βίντζι,Andros,WRONG_TYPE,21,false,"Vintsi Cafe, Bar & Restaurant",restaurant,ChIJP-0rSxz5ohQRXcwK-c23WY0,"Βίντζι, Andros"
1702,Κολώνα,Andros,WRONG_TYPE,9,false,Κολώνα,natural_feature,ChIJpXkVkMRTohQRyVFUFPR1FtE,"Κολώνα, Andros"
1707,Λεφκιβάρι,Andros,WRONG_PLACE,12351,false,Villa Zefiros,hotel,ChIJRVFU6q1TohQR1G41c0pf7CI,"Λεφκιβάρι, Andros"
1708,Λιμανάκι,Andros,WRONG_PLACE,11196,false,"Villa Limanaki hotel, Andros rooms, Ανδρος Μπατσι ενοικιαζομενα δωματια, Andros apartments for rent",hotel,ChIJXy9OZ-hTohQRweRgPNEiIDE,"Λιμανάκι, Andros"
1715,Παλαιοπολη,Andros,WRONG_PLACE,3206,false,Παλαιόπολη,,ChIJJY25hL1WohQRjUm1wnsKZDk,"Παλαιοπολη, Andros"
1755,Foniadiko,Ios,WRONG_PLACE,6805,false,Psathi Beach,hotel,ChIJ5T3SAEQ5mBQRsMG_vE_0kfM,"Παραλία Foniadiko, Ios"
1756,Gero Aggeli,Ios,WRONG_PLACE,205757,false,Ελαιοραβδιστικά Αγγελής - Angelis olive harvesters,manufacturer,ChIJFxLWaRC7oRQR--JzkXl5zig,"Gero Aggeli, Ios"
1757,Kalo Avlaki,Ios,WRONG_PLACE,15780,false,Καλό Αυλάκι,beach,ChIJu-coqqkwmBQRidmuBT5zGl0,"Kalo Avlaki, Ios"
1763,Αντώναρου,Ios,WRONG_PLACE,196526,false,Αντιγονης,bus_stop,ChIJuZVQs2yDoRQRaRaLzgczPSI,"Αντώναρου, Ios"
1766,Διαμμούδια,Ios,WRONG_PLACE,4286,false,Aelia Rooms & Apartments,lodging,ChIJ94I9foZHmBQRE-Gy4Rvesjg,"Διαμμούδια, Ios"
1769,Καρατζάς,Ios,WRONG_PLACE,183037,false,Παλληνη,grocery_store,ChIJVabnFQCboRQR3hq9A4Sdvlw,"Καρατζάς, Ios"
1771,Κατσιβέλι,Ios,WRONG_PLACE,1874,false,Αρχαιολογικός Χώρος Σκάρκου,historical_landmark,ChIJqyHWB35HmBQRoCK75m2_H2g,"Κατσιβέλι, Ios"
1777,Λουκά Αυλάκι,Ios,WRONG_PLACE,179420,false,Era Mensa Beach Bar,bar,ChIJD9GuKsiOoRQREr2wYHwL6wk,"Παραλία Λουκά Αυλάκι, Ios"
1781,Νεράκι,Ios,WRONG_PLACE,10889,false,Παραλία Πικρή Νερό,beach,ChIJi41DUio4mBQRJnPu9OyNbHM,"Νεράκι, Ios"
1782,Ντόμινο,Ios,WRONG_PLACE,197826,false,Domino's Pizza,pizza_delivery,ChIJC7xmjLOeoRQRQkXNwGgQrLE,"Ντόμινο, Ios"
1794,Σοφιάς Αυλάκι,Ios,WRONG_PLACE,482682,false,Πλατεία Αγίας Σοφίας,historical_landmark,ChIJSVVUOAc5qBQRQ4uP-DeFI8Y,"Σοφιάς Αυλάκι, Ios"
1802,Χάλαρα,Ios,WRONG_PLACE,3394,false,CALILO,resort_hotel,ChIJrWwehx86mBQR_GNQCN9MUdg,"Παραλία Χάλαρα, Ios"
1826,Πετρούσα,Kea,WRONG_PLACE,1963,false,Άκρο - Φάρος Τάμελος,historical_landmark,ChIJR2Br9voEohQRIW2OgB5kAuY,"Πετρούσα, Kea"
1828,Σιδερού,Kea,WRONG_PLACE,3903,false,Kea Retreat,hotel,ChIJf7Jue5sXohQRKsakxrSG05c,"Σιδερού, Kea"
1839,Άγιος Μηνάς,Kimolos,WRONG_TYPE,60,false,Άγιος Μηνάς,,ChIJizk_TlnmmBQRF7Z4Uk2FZiM,"Άγιος Μηνάς, Kimolos"
1840,Αθηνιά,Kimolos,UNSTABLE,8,false,Παραλία Αθηνιά,beach,ChIJIav53IfdmBQRtZbwGVP5hV0,"Αθηνιά, Kimolos"
1863,Αγία Ειρήνη,Kythnos,UNSTABLE,325,false,Παραλία Αγιά Ειρήνη,beach,ChIJvTYbNf4LohQROrcmZ0DHMH8,"Παραλία Αγία Ειρήνη, Kythnos"
1869,Βασιλικό,Kythnos,WRONG_PLACE,4407,false,Chora Kythnos Suites,hotel,ChIJ-YmfBwUJohQRtVg3HTLuIMM,"Βασιλικό, Kythnos"
1870,Γαλάζια Ακτή,Kythnos,WRONG_PLACE,4329,false,Canal Suites Kythnos,resort_hotel,ChIJ6aIBip2hmBQRips3sE6dxyA,"Γαλάζια Ακτή, Kythnos"
1875,Κακή Μαρία,Kythnos,WRONG_PLACE,1973,false,"Ενοικιαζόμενα Δωμάτια ""FROSO"" (FROSO ROOMS)",hotel,ChIJ9wQSCrGgmBQRP6NQ1zWvnmw,"Κακή Μαρία, Kythnos"
1883,Μαρκουλη,Kythnos,WRONG_PLACE,5059,false,"Ενοικιαζόμενα δωμάτια Κύθνου, Μαργαρίτα.",hotel,ChIJi7GjqLOgmBQRBuc3JUfNsGU,"Μαρκουλη, Kythnos"
1888,Παραλία Κολώνα,Kythnos,UNSTABLE,34,false,Παραλία Κολώνα,tourist_attraction,ChIJHcUMbcgJohQRGH-7Czd8hAs,"Παραλία Κολώνα, Kythnos"
1909,Κάτεργο,Milos,WRONG_PLACE,4018,false,Παραλία Κλέφτικο,tourist_attraction,ChIJm4ngzlUvmRQRoTRDMx9ps0c,"Κάτεργο, Milos"
1911,Καμπάνες,Milos,WRONG_PLACE,2749,false,Κάστρο Πλάκας,castle,ChIJDYvpAc7YmBQRSjE8jMmP2F4,"Καμπάνες, Milos"
1913,Ναυτικός Όμιλος Μήλου,Milos,WRONG_TYPE,416,false,NAVY BLUE | Premium Yachting,tour_agency,ChIJc9cTVSMhmRQR89ee2DdfFzw,"Ναυτικός Όμιλος Μήλου, Milos"
1921,Ριβάρι,Milos,WRONG_TYPE,116,false,Λιμνοθάλασσα Ριβάρι,tourist_attraction,ChIJy-vvY2snmRQRmjhzl22zYuU,"Ριβάρι, Milos"
1922,Σαρακήνικο,Milos,WRONG_TYPE,12,false,Σαρακήνικο,,ChIJ0WiZqZngmBQRGpyewQ9Be10,"Σαρακήνικο, Milos"
1928,Φυρλίνγκος,Milos,WRONG_PLACE,1850,false,Aqua Loca Beach Bar Milos,bar,ChIJw00uBZYhmRQR0vHJB99Ezcw,"Φυρλίνγκος, Milos"
1939,Αγία Άννα,Mykonos,WRONG_PLACE,8151,false,Παραλία Αγιά Αννα,beach,ChIJ4xYY9vO4ohQRBNmMi22MJ5w,"Αγία Άννα, Mykonos"
1951,Καλαμοπόδι,Mykonos,WRONG_TYPE,101,false,Paradise Beach Club Mykonos,bar,ChIJn6Wflay_ohQRVP0VIqpNGAM,"Καλαμοπόδι, Mykonos"
1955,Καραπέτης,Mykonos,WRONG_PLACE,8646,false,Παραλία Κάπαρη,beach,ChIJtYPSfxW-ohQRRbHS6o6uO0A,"Παραλία Καραπέτης, Mykonos"
1967,παραλία Σωκράτης,Mykonos,WRONG_PLACE,6973,false,Agios Sostis Beach,tourist_attraction,ChIJK5lE2pjBohQRFbDv2ZEKLmM,"παραλία Σωκράτης, Mykonos"
1971,Ταρσανάς,Mykonos,WRONG_PLACE,20652,false,Ταρσανάς,restaurant,ChIJ8clV0cDsohQRx8wOPyN6IOY,"Ταρσανάς, Mykonos"
1991,Βίντζι,Naxos,WRONG_PLACE,4189,false,Vento Rooftop Restaurant Naxos,restaurant,ChIJpflOOLALmBQRnlUdV7PT-DM,"Βίντζι, Naxos"
1997,Καστράκι,Naxos,WRONG_TYPE,524,false,Καστράκι,,ChIJR9Lt43IOmBQRFMSuQHFnmE8,"Καστράκι, Naxos"
1998,Κέδρος,Naxos,WRONG_PLACE,11229,false,Kedros Villas,hotel,ChIJPSawkvILmBQR7hrdxclgIpw,"Κέδρος, Naxos"
2001,Λιγαρίδια,Naxos,WRONG_PLACE,2213,false,Λυγαρίδια,,ChIJ3WH-RSYBmBQR6NdQnbSiz3k,"Λιγαρίδια, Naxos"
2004,Μελινό,Naxos,WRONG_PLACE,9702,false,Μέλι Μελισσουργος ορεινής Ναξου,farm,ChIJM6brv60HmBQRopudBy2zwvk,"Μελινό, Naxos"
2009,Μουτσούνα,Naxos,WRONG_TYPE,189,false,Μουτσούνα,,ChIJN4UB0cYAmBQRME7CdC-9AAo,"Μουτσούνα, Naxos"
2015,Παραλία Σπεδό,Naxos,WRONG_PLACE,1772,false,Ρίνα,beach,ChIJH1748bsamBQRtcVvhgtqkAE,"Παραλία Σπεδό, Naxos"
2018,Παραλία Ψωφαγριλιά,Naxos,WRONG_PLACE,20415,false,Παραλία Πλάκα,,ChIJjWrfzhENmBQRB4Q4yH9ItLM,"Παραλία Ψωφαγριλιά, Naxos"
2021,Άγιος Δημήτριος,Paros,WRONG_TYPE,32,false,Come Back,bar,ChIJjSIj1PV0mBQR8Cl6NMYyi6Y,"Άγιος Δημήτριος, Paros"
2022,Άγιος Στέφανος,Paros,WRONG_PLACE,12673,false,Παραλία Άγιος Στέφανος,,ChIJ-0STiXdtmBQRYLKM3dHq0Jc,"Άγιος Στέφανος, Paros"
2034,Λίμνες,Paros,WRONG_TYPE,273,false,Limnes Beach House Paros,lodging,ChIJNeW3MrV1mBQRH-5VwB8lkZA,"Λίμνες, Paros"
2059,Βουρβούλος,Santorini,WRONG_PLACE,1905,false,Βουρβούλος,,ChIJP6Y11LDNmRQRFY_WV16hp0s,"Βουρβούλος, Santorini"
2066,Παραλία Κερκέζου,Santorini,WRONG_PLACE,1853,false,Άσπρη Παραλία,tourist_attraction,ChIJ1fnMVvDJmRQROICQ74Wlx5Q,"Παραλία Κερκέζου, Santorini"
2073,Αλευράκια,Serifos,WRONG_PLACE,1700,false,Coralli Seaside Resort,hotel,ChIJw1Y9GIO9mBQRT9Tyz0AyVPo,"Αλευράκια, Serifos"
2074,Αυλόμωνας,Serifos,WRONG_TYPE,260,false,ROOMS AVLOMONAS BEACH,lodging,ChIJXcbSh3y9mBQR4cuZLEOXzNQ,"Αυλόμωνας, Serifos"
2079,Γιαλούδι,Serifos,WRONG_PLACE,6778,false,Eleftheria Rooms,hotel,ChIJ60t7yxe9mBQRcqJxTMpS8nY,"Γιαλούδι, Serifos"
2080,Καλό Αμπέλι,Serifos,WRONG_TYPE,10,false,Καλό Αμπέλι,natural_feature,ChIJpylTusC9mBQRin0vkpj1TcY,"Καλό Αμπέλι, Serifos"
2081,Καλόγερος,Serifos,WRONG_PLACE,5506,false,Σέριφος,,ChIJ5UvDkK2imBQRwMa54iy9AAQ,"Καλόγερος, Serifos"
2096,Αρτιμόνι,Sifnos,WRONG_PLACE,7128,false,Αρτεμώνας,,ChIJTQp_TVCNmBQRL32wODbMxeY,"Αρτιμόνι, Sifnos"
2102,Λαζάρου,Sifnos,WRONG_TYPE,27,true,Lazarou Beach Venue,banquet_hall,ChIJPbQ51onymBQRUeHmJRKhUyc,"Λαζάρου, Sifnos"
2109,Τόσο Νερό,Sifnos,WRONG_TYPE,426,false,Panagia Toso Nero,church,ChIJ9yh6IgDtmBQRYEP1OcemFu8,"Τόσο Νερό, Sifnos"
2110,Τσόπου,Sifnos,WRONG_TYPE,778,false,Το Τσικάλι,restaurant,ChIJC3RB_KLtmBQRXWwQ6Qd0S4E,"Τσόπου, Sifnos"
2113,Φασολού,Sifnos,WRONG_TYPE,20,false,Φασολού,natural_feature,ChIJieGjzeXymBQRhcV3xKa9agA,"Φασολού, Sifnos"
2116,Άγιος Παντελεήμονας,Sikinos,WRONG_TYPE,437,false,Άγιος Παντελεήμων,church,ChIJITcxBQBPmBQRpw2S7WRbc4E,"Άγιος Παντελεήμονας, Sikinos"
2132,Βαθύ Γιαλούδι,Syros,WRONG_PLACE,1504,false,Γάμος στη Σύρο Στολισμός - Ανθοπωλείο | Βακονδίου Flowers,florist,ChIJY7FT0E-IohQRtdZvM8fD4I4,"Βαθύ Γιαλούδι, Syros"
2137,Λαγκονάκι,Syros,NO_RESULT,,false,,,,"Παραλία Λαγκονάκι, Syros"
2149,Αγία Κυριακή,Tinos,WRONG_TYPE,163,false,Riviera Tinos Beach Bar & Restaurant,restaurant,ChIJCR86KBjrohQR0JbJqh3Xtfk,"Αγία Κυριακή, Tinos"
2150,Αγιος Δημήτριος,Tinos,WRONG_PLACE,5383,false,Άγιος Δημήτριος,church,ChIJpZGfKgDtohQRcUFeuJqs_wE,"Αγιος Δημήτριος, Tinos"
2161,Βαθύ Πανόρμου,Tinos,WRONG_PLACE,2070,false,Ρόχαρη παραλία,natural_feature,ChIJ6UWpSrvxohQR5JCcz1TcdB4,"Βαθύ Πανόρμου, Tinos"
2162,Εμπρος Διαλισκάρ,Tinos,WRONG_PLACE,3434,false,ΔΙΑΝΟΜΕΣ ΔΕΣΥΠΡΗΣ Ο.Ε.,shopping_mall,ChIJnZnAWDTtohQR-kr82lJUfZo,"Εμπρος Διαλισκάρ, Tinos"
2168,Κουσίνια,Tinos,WRONG_PLACE,2073,false,Kalivia,bar,ChIJG-jxGO7zohQRfSNPLdZ0HvE,"Κουσίνια, Tinos"
2172,Μαντροκλήσι,Tinos,WRONG_PLACE,6501,false,"ΔΗΜΟΤΙΚΟ ΙΔΡΥΜΑ ""ΜΟΥΣΕΙΟ ΚΩΣΤΑ ΤΣΟΚΛΗ""",art_museum,ChIJCXHNn0nsohQRapIq0NURCas,"Μαντροκλήσι, Tinos"
2178,Παραλία Σταυρός,Tinos,WRONG_TYPE,215,false,Stavros Bay,lodging,ChIJR2w9HefsohQRYf6MZzzZjcY,"Παραλία Σταυρός, Tinos"
2180,Πίσω Διαλισκαρ,Tinos,WRONG_PLACE,5684,false,Παραλία Καλύβια,tourist_attraction,ChIJe1ZY3h3zohQRnPbwNmVa1jQ,"Πίσω Διαλισκαρ, Tinos"
2181,Πλατιά Άμμος,Tinos,WRONG_PLACE,8760,false,Παχιά Άμμος παραλία,beach,ChIJO6yAXAfrohQRZ7nlc2wP1WU,"Πλατιά Άμμος, Tinos"
2182,Πλατύς Γιαλός,Tinos,WRONG_PLACE,86332,false,Μαρίνα Πλατύς Γυαλός,marina,ChIJkW9RX2LymBQRII5WPtM3Jog,"Πλατύς Γιαλός, Tinos"
2194,Αφρυανιά,Koufonisia,WRONG_PLACE,6223,false,Κουφονήσια,,ChIJB_N-LC8dmBQRYMa54iy9AAQ,"Αφρυανιά, Koufonisia"
2201,Λίμνη Πάνω Κουφονησίου,Koufonisia,WRONG_TYPE,440,false,NOSTOS STUDIOS,lodging,ChIJjfXWsKykoRQRe09nVgurOd0,"Λίμνη Πάνω Κουφονησίου, Koufonisia"
2202,Λίμνη Κάτω Κουφονησίου,Koufonisia,WRONG_TYPE,495,false,Κάτω Κουφονήσι,island,ChIJRQWOlYQcmBQRI3fkAu8tQPw,"Λίμνη Κάτω Κουφονησίου, Koufonisia"
2203,Λουτρό,Koufonisia,WRONG_TYPE,85,false,ΑΝΑ'Ι'Σ ΚΟΥΦΟΝΗΣΙΑ,hotel,ChIJE5rz0ikdmBQRCUczxhHYrzs,"Λουτρό, Koufonisia"
2207,Πόρτα,Koufonisia,WRONG_TYPE,172,false,Cavo la Porta seafront suites,hotel,ChIJCX2nZ6MdmBQRr0LFOb2wEBo,"Πόρτα, Koufonisia"
3003,Πισίνα,Koufonisia,WRONG_TYPE,1,false,Πισίνα,natural_feature,ChIJ14DcXtACmBQRiDp-1nyCdZI,"Πισίνα, Koufonisia"
2214,Πορτοκάλι,Schinoussa,WRONG_TYPE,549,false,Archipelagos Boutique Hotel,hotel,ChIJeelL5IIZmBQRcLjsMJPsMms,"Πορτοκάλι, Schinoussa"
2225,Βαθύ Πηγάδι,Agathonisi,WRONG_PLACE,2015,false,Agathonisi,ferry_terminal,ChIJVwASW2UyvBQRohqRG8RBmWA,"Βαθύ Πηγάδι, Agathonisi"
2227,Πάλος,Agathonisi,WRONG_PLACE,113426,false,Παραλία Άγιος Παύλος,beach,ChIJj5ZETujllxQR1RKU5RITRY4,"Παραλία Πάλος, Agathonisi"
2245,Παππού,Astypalaia,WRONG_PLACE,1746,false,Πόπη Studios,hotel,ChIJW72T8Ea0lxQRYPv8dCphvIc,"Παππού, Astypalaia"
2251,Κάνια,Halki,WRONG_TYPE,36,false,Kania Beach Restaurant,restaurant,ChIJH04KIOu-lRQRnzI8gqFt3R8,"Κάνια, Halki"
2252,Έξω Αλμύρες,Kalymnos,WRONG_PLACE,7061,false,Mamouzelos Seafood Restaurant,seafood_restaurant,ChIJ1WZlJFLuvRQRFE-7jLEWCrw,"Έξω Αλμύρες, Kalymnos"
2253,Χαλί,Kalymnos,WRONG_PLACE,302841,false,OCC Oriental Cash & Carry,store,ChIJVyg46oGZoRQRi2trLSZ8SY0,"Χαλί, Kalymnos"
2254,Καλιμιές,Kalymnos,WRONG_TYPE,35,false,Καντίνα Καλαμιές,bar,ChIJ5R34ER7pvRQRViBPTvjeilc,"Καλιμιές, Kalymnos"
2257,Τίχη,Kalymnos,WRONG_PLACE,1990,false,Σπήλαιο Συκάτης - Περιοχή Αναρρίχησης,sports_activity_location,ChIJYxbp___ovRQRShj7NCuORJQ,"Τίχη, Kalymnos"
2259,Κασόνια,Kalymnos,WRONG_PLACE,1916,false,Κασόνια,,ChIJzRxxiBLvvRQR3CxtsojBe-I,"Κασόνια, Kalymnos"
2263,Παραλία Ελιά,Kalymnos,WRONG_PLACE,147269,false,Elia Beach,lodging,ChIJ-2iEICa5ohQRgDH-m-pLFFw,"Παραλία Ελιά, Kalymnos"
2266,Παραλία Λινάρια,Kalymnos,WRONG_TYPE,49,false,Λινάρια,hiking_area,ChIJ5-e2XQDvvRQRLz4oj1FRXfA,"Παραλία Λινάρια, Kalymnos"
2270,Παραλία Σική,Kalymnos,WRONG_PLACE,8091,false,Kantouni Beach Boutique Hotel,hotel,ChIJh08URVLuvRQRMrqCKFS1F_k,"Παραλία Σική, Kalymnos"
2276,Ευγώνυμος,Karpathos,WRONG_TYPE,16,false,Evgonymos Beach,hiking_area,ChIJITafcgChlhQR-d9yAN_G06A,"Ευγώνυμος, Karpathos"
2280,Φίσσες,Karpathos,WRONG_PLACE,25469,false,Avis Car Hire Karpathos - Avis Ενοικιάσεις Αυτοκινήτων Κάρπαθος,car_rental,ChIJdWipoSkClBQRanmsXzLHlIg,"Φίσσες, Karpathos"
2282,Καστέλια,Karpathos,WRONG_TYPE,34,false,Παραλία Καστέλια,,ChIJdcFfy8sBlBQR0QNRp-Wzymk,"Καστέλια, Karpathos"
2283,Καμινάκι,Karpathos,WRONG_PLACE,23315,false,Limanaki,restaurant,ChIJPw5FwAwDlBQR51bdYdLEqwk,"Καμινάκι, Karpathos"
2285,Κάπι,Karpathos,WRONG_PLACE,5195,false,Παραλία Καμπί,tourist_attraction,ChIJW3zEe10hlBQRUn30WerU3U0,"Κάπι, Karpathos"
2289,Λάλα,Karpathos,WRONG_PLACE,14770,false,La Scala Luxury Villas,hotel,ChIJs6S4plSvlhQRs-AEaYq9Ob4,"Λάλα, Karpathos"
2290,Μακριά,Karpathos,WRONG_PLACE,12827,false,Παραλία Μακρύς Γιαλός,beach,ChIJWTMF_1OmlhQRlMHq632qPF8,"Μακριά, Karpathos"
2295,Ποντικάλια,Karpathos,WRONG_PLACE,24500,false,Konstantinos Palace,hotel,ChIJKzXtoikClBQRSXVSUbji5Q8,"Ποντικάλια, Karpathos"
2303,Αργιλαοπόταμος,Karpathos,WRONG_TYPE,96,false,Agrilapotamos,private_guest_room,ChIJvbyqOABVkRQREjYTl5WB3ew,"Αργιλαοπόταμος, Karpathos"
2311,Παραλία Αγίου Νικολάου,Karpathos,WRONG_PLACE,17873,false,Παραλία Άγιος Νικόλαος,beach,ChIJ72beA5qnlhQRySGNLXkFHXY,"Παραλία Αγίου Νικολάου, Karpathos"
2312,Παραλία Αγνόντια,Karpathos,WRONG_PLACE,1980,false,Παραλία Αγνοντια,beach,ChIJeZ4BoWinlhQRwq3KMOvsQ78,"Παραλία Αγνόντια, Karpathos"
2317,Μανδράκι,Kastellorizo,WRONG_TYPE,303,false,Mandraki Paradise,lodging,ChIJzS9GX2TXwRQRWC2JbIluz8U,"Μανδράκι, Kastellorizo"
2319,Πλάκες,Kastellorizo,WRONG_TYPE,1055,false,Λυκιακός Τάφος,historical_landmark,ChIJObOnz2XXwRQR4oalsyEeXpU,"Πλάκες, Kastellorizo"
2321,Παραλία Ψαλιδίου,Kos,WRONG_PLACE,4201,false,Παραλία Ψαλίδι,beach,ChIJxRY9bNIPvhQRXSy0WOeEurc,"Παραλία Ψαλιδίου, Kos"
2323,Χελώνα,Kos,WRONG_TYPE,165,false,The White Blue Bar & Beach,bar,ChIJR4G1Oar_vRQRNOkFKrrUWJw,"Χελώνα, Kos"
2325,Λακιτήρα,Kos,WRONG_TYPE,188,false,LAKITIRA RESORT AND VILLAGE,hotel,ChIJ292N0RL_vRQR_mzSi4dTG_Q,"Λακιτήρα, Kos"
2326,Μαλιμπού,Kos,WRONG_TYPE,193,false,Malibu Beach Bar,bar,ChIJgxsjnRP-vRQRSitmRsaass8,"Μαλιμπού, Kos"
2329,Παραλία Μαστιχάρι (Νέπτουν),Kos,WRONG_TYPE,296,false,Neptune Luxury Resort,resort_hotel,ChIJ1ZmcU_b8vRQRXcCM_-5jX-g,"Παραλία Μαστιχάρι (Νέπτουν), Kos"
