id,name,regionId,island,verdict,recommend,query,nameStatus,nameQuery,nameHit,nameDistM,nameScore,pinHit,pinDistM,flags,lat,lon
980,Παραλία Άγιος Νικόλαος,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Άγιος Νικόλαος, Corfu",verified,"Παραλία Άγιος Νικόλαος, Corfu",Παραλία Άγιος Νικόλαος,5,35,Dafnila Beach,409,,39.67428,19.84658
981,Παραλία Άγιος Σπυρίδωνας,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Άγιος Σπυρίδωνας, Corfu",verified,"Παραλία Άγιος Σπυρίδωνας, Corfu",Παραλία Άγιος Σπυρίδωνας,70,35,Παραλία Άγιος Σπυρίδωνας,0,,39.67197,19.70318
982,Παραλία Έρμονες,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Έρμονες, Corfu",verified,"Παραλία Έρμονες, Corfu",Παραλία Έρμονες,18,35,Παραλία Έρμονες,0,,39.61098,19.77736
983,Παραλία Αγίου Σπυρίδωνα,ionian-islands-corfu,Corfu,REVIEW,coordinates,"Agios Spyridon Beach, Corfu",needs_review,"Agios Spyridon Beach, Corfu",Agios Spyridon Beach,11,0,Agios Spyridon Beach,1,weak_name_match,39.81572,19.86552
984,Παραλία Αμπελάκι,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Αμπελάκι, Corfu",verified,"Παραλία Αμπελάκι, Corfu",Παραλία Αμπελάκι,64,35,Παραλία Άγιος Σπυρίδωνας,229,,39.67257,19.70063
985,Παραλία Αρκουδίλα,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Αρκουδίλα, Corfu",verified,"Παραλία Αρκουδίλα, Corfu",Παραλία Αρκουδίλα,61,35,Παραλία Αρκουδίλα,1,,39.36585,20.10103
987,Παραλία Γαρδένο,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Γαρδένο, Corfu",verified,"Παραλία Γαρδένο, Corfu",Παραλία Γαρδένο,162,35,skalia beach,2166,,39.39283,20.02527
988,Παραλία Γιαλισκάρι,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Γιαλισκάρι, Corfu",verified,"Παραλία Γιαλισκάρι, Corfu",Παραλία Γιαλισκάρι,3,35,Παραλία Γιαλισκάρι,1,,39.81827,19.85623
989,Παραλία Γλυφάδας,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Γλυφάδας, Corfu",verified,"Παραλία Γλυφάδας, Corfu",Παραλία Γλυφάδας,89,35,Παραλία Γλυφάδας,1,,39.59129,19.80784
990,Παραλία Κάνουλας,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Κάνουλας, Corfu",verified,"Παραλία Κάνουλας, Corfu",Παραλία Κάνουλας,114,35,Παραλία Κάνουλας,0,,39.37095,20.07464
991,Παραλία Κληματιά,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Κληματιά, Corfu",verified,"Παραλία Κληματιά, Corfu",Παραλία Κληματιά,7,35,Παραλία Κληματιά,0,,39.66633,19.72456
992,Παραλία Κοντοκαλίου,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Κοντοκαλίου, Corfu",verified,"Παραλία Κοντοκαλίου, Corfu",Παραλία Κοντοκαλίου,22,35,Παραλία Κοντοκαλίου,1,,39.65026,19.8608
993,Παραλία Λίμνη,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Λίμνη, Corfu",verified,"Παραλία Λίμνη, Corfu",Παραλία Λίμνη,8,35,Παραλία Λίμνη,0,,39.66551,19.72387
994,Παραλία Λακκιές,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Λακκιές, Corfu",verified,"Παραλία Λακκιές, Corfu",Παραλία Λακκιές,99,35,Παραλία Λακκιές,0,,39.42226,19.96341
995,Παραλία Λιαπάδων,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Λιαπάδων, Corfu",verified,"Παραλία Λιαπάδων, Corfu",Παραλία Λιαπάδων,6,35,Παραλία Λιαπάδων,0,,39.67374,19.72951
996,Παραλία Λογγάς,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Λογγάς, Corfu",verified,"Παραλία Λογγάς, Corfu",Παραλία Λογγάς,15,35,Παραλία Λογγάς,0,,39.78758,19.66639
998,Παραλία Μπούκα,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Μπούκα, Corfu",verified,"Παραλία Μπούκα, Corfu",Παραλία Μπούκα,15,35,Παραλία Μπούκα,1,,39.43452,20.08678
999,Παραλία ΝΑΟΚ,ionian-islands-corfu,Corfu,PASS,none,"Παραλία ΝΑΟΚ, Corfu",verified,"Παραλία ΝΑΟΚ, Corfu",Παραλία ΝΑΟΚ,0,35,Μανδράκι,608,,39.62088,19.92469
1000,Παραλία Παρακλάδι,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Παρακλάδι, Corfu",verified,"Παραλία Παρακλάδι, Corfu",Παραλία Παρακλάδι,40,35,Παραλία Παρακλάδι,0,,39.40689,20.09787
1001,Παραλία Ρόδας,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Ρόδας, Corfu",verified,"Παραλία Ρόδας, Corfu",Παραλία Ρόδας,120,35,Παραλία Ρόδας,0,,39.79139,19.78888
1002,Παραλία Σκάλομα,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Σκάλομα, Corfu",verified,"Παραλία Σκάλομα, Corfu",Παραλία Σκάλομα,16,35,Παραλία Σκάλομα,1,,39.41667,20.09566
1004,Παραλία Σύκι,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Σύκι, Corfu",verified,"Παραλία Σύκι, Corfu",Παραλία Σύκι,3,35,(unnamed),1057,,39.79347,19.89625
1006,Παραλία Αγίου Γορδίου,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Αγίου Γορδίου, Corfu",verified,"Παραλία Αγίου Γορδίου, Corfu",Παραλία Αγίου Γορδίου,76,35,Παραλία Αγίου Γορδίου,1,,39.54621,19.84895
1007,Παραλία Γυαλί,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Γυαλί, Corfu",verified,"Παραλία Γυαλί, Corfu",Παραλία Γυαλί,48,35,Παραλία Γυαλί,0,,39.62095,19.75575
1008,Παραλία Μυρτιώτισσας,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Μυρτιώτισσας, Corfu",verified,"Παραλία Μυρτιώτισσας, Corfu",Παραλία Μυρτιώτισσας,7,35,(unnamed),278,,39.59555,19.79944
1009,Παραλία Σιδάρι,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Σιδάρι, Corfu",verified,"Παραλία Σιδάρι, Corfu",Παραλία Σιδάρι,241,35,Παραλία Σιδάρι,0,,39.79378,19.70572
1010,Παραλία Χαλικούνα,ionian-islands-corfu,Corfu,PASS,none,"Παραλία Χαλικούνα, Corfu",verified,"Παραλία Χαλικούνα, Corfu",Παραλία Χαλικούνα,52,35,Παραλία Χαλικούνα,0,,39.4475,19.88671
1011,Πετριτή,ionian-islands-corfu,Corfu,PASS,none,"Πετριτή, Corfu",verified,"Πετριτή, Corfu",Πετριτή,59,35,Πετριτή,0,,39.45122,20.00257
1012,Πρασούδι,ionian-islands-corfu,Corfu,PASS,none,"Πρασούδι, Corfu",verified,"Πρασούδι, Corfu",Prasoudi,13,35,Prasoudi,0,,39.47899,19.86
1013,Πόρτο Τιμόνι,ionian-islands-corfu,Corfu,PASS,none,"Πόρτο Τιμόνι, Corfu",verified,"Πόρτο Τιμόνι, Corfu",Πόρτο Τιμόνι,15,35,(unnamed),269,,39.71516,19.6579
1014,Ροβινιά,ionian-islands-corfu,Corfu,PASS,none,"Ροβινιά, Corfu",verified,"Ροβινιά, Corfu",Ροβινιά,10,35,Ροβινιά,1,,39.67058,19.72779
1015,Σωτηριώτισσα,ionian-islands-corfu,Corfu,PASS,none,"Σωτηριώτισσα, Corfu",verified,"Σωτηριώτισσα, Corfu",Σωτηριώτισσα,9,35,(unnamed),349,,39.6458,19.86104
1016,Τραμουντάνα,ionian-islands-corfu,Corfu,PASS,none,"Τραμουντάνα, Corfu",verified,"Τραμουντάνα, Corfu",Τραμουντάνα,24,35,Τραμουντάνα,0,,39.64218,19.92076
3014,Παλαιοκαστρίτσα,ionian-islands-corfu,Corfu,PASS,none,"Παλαιοκαστρίτσα, Corfu",verified,"Παλαιοκαστρίτσα, Corfu",Παλαιοκαστρίτσα,0,35,Agias Triades Beach,380,,39.6757716,19.7119035
1182,Άγιος Νικόλαος Βολιμών,ionian-islands-zakynthos,Zakynthos,REVIEW,coordinates,"Agios Nikolaos-Volimes beach, Zakynthos",needs_review,"Agios Nikolaos-Volimes beach, Zakynthos",Agios Nikolaos-Volimes beach,13,3,Agios Nikolaos-Volimes beach,1,weak_name_match,37.90747,20.70569
1183,Αλυκανάς,ionian-islands-zakynthos,Zakynthos,PASS,none,"Alykanas beach, Zakynthos",verified,"Alykanas beach, Zakynthos",Alykanas beach,231,35,Alykanas beach,0,,37.84178,20.77811
1185,Μπανάνα,ionian-islands-zakynthos,Zakynthos,PASS,none,"Banana Beach, Zakynthos",verified,"Banana Beach, Zakynthos",Banana Beach,99,35,Banana Beach,0,,37.73355,20.97596
1187,Καλαμάκι,ionian-islands-zakynthos,Zakynthos,PASS,none,"Kalamaki Beach, Zakynthos",verified,"Kalamaki Beach, Zakynthos",Kalamaki Beach,100,35,Kalamaki Beach,0,,37.73711,20.90865
1188,Κορακονήσι,ionian-islands-zakynthos,Zakynthos,PASS,none,"Korakonisi, Zakynthos",verified,"Korakonisi, Zakynthos",Korakonisi,1,35,Korakonisi,1,,37.7177,20.7286
1191,Μικρή Ξύγκια,ionian-islands-zakynthos,Zakynthos,REVIEW,coordinates,"Little Xigia, Zakynthos",needs_review,"Little Xigia, Zakynthos",Little Xigia,5,0,Little Xigia,0,weak_name_match,37.86376,20.73845
1192,Μαδράκια,ionian-islands-zakynthos,Zakynthos,PASS,none,"Μαδράκια, Zakynthos",verified,"Μαδράκια, Zakynthos",Madrakia Beach,4,35,Madrakia Beach,0,,37.90459,20.7088
1193,Πόρτο Λιμνιώνας,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πόρτο Λιμνιώνας, Zakynthos",verified,"Πόρτο Λιμνιώνας, Zakynthos",Porto Limnionas,1,35,Porto Limnionas,1,,37.73983,20.70145
1194,Πόρτο Ρόξα,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πόρτο Ρόξα, Zakynthos",verified,"Πόρτο Ρόξα, Zakynthos",Πόρτο Ρόξα,36,35,Porto Roxa,0,,37.72857,20.71001
1195,Άγιος Νικόλαος Βασιλικού,ionian-islands-zakynthos,Zakynthos,REVIEW,coordinates,"St. Nicholas Beach, Zakynthos",needs_review,"St. Nicholas Beach, Zakynthos",St. Nicholas Beach,56,1,St. Nicholas Beach,0,weak_name_match,37.72703,20.9899
1196,Τσιλιβί,ionian-islands-zakynthos,Zakynthos,PASS,none,"Τσιλιβί, Zakynthos",verified,"Τσιλιβί, Zakynthos",Τσιλιβί,192,35,Tsivili beach,0,,37.81718,20.87279
1197,Βαθύ Λαγκάδι,ionian-islands-zakynthos,Zakynthos,REVIEW,coordinates,"Vathi Lagadi beach, Zakynthos",needs_review,"Vathi Lagadi beach, Zakynthos",Vathi Lagadi beach,2,0,Vathi Lagadi beach,0,weak_name_match,37.88976,20.7153
1198,Ξύγκια,ionian-islands-zakynthos,Zakynthos,REVIEW,coordinates,"Xigia, Zakynthos",needs_review,"Ξύγκια, Zakynthos",Ταβέρνα Ξύγκια,286,35,Xigia,0,,37.8679,20.73509
1200,Αμμούδι,ionian-islands-zakynthos,Zakynthos,PASS,none,"Αμμούδι, Zakynthos",verified,"Αμμούδι, Zakynthos",Αμμούδι,4,35,Αμμούδι,0,,37.84201,20.80378
1201,Ατσίγγανος,ionian-islands-zakynthos,Zakynthos,PASS,none,"Ατσίγγανος, Zakynthos",verified,"Ατσίγγανος, Zakynthos",Ατσίγγανος,27,35,Ατσίγγανος,1,,37.90112,20.65379
1202,Βουρδέρη,ionian-islands-zakynthos,Zakynthos,PASS,none,"Βουρδέρη, Zakynthos",verified,"Βουρδέρη, Zakynthos",Βουρδέρη,16,35,Βουρδέρη,0,,37.74216,20.95634
1203,Καμαρωτή,ionian-islands-zakynthos,Zakynthos,PASS,none,"Καμαρωτή, Zakynthos",verified,"Καμαρωτή, Zakynthos",Καμαρωτή,21,35,Καμαρωτή,0,,37.69512,20.84062
1205,Μακρύς Γιαλός,ionian-islands-zakynthos,Zakynthos,PASS,none,"Μακρύς Γιαλός, Zakynthos",verified,"Μακρύς Γιαλός, Zakynthos",Μακρύς Γιαλός,27,35,Μακρύς Γιαλός,0,,37.87822,20.72598
1210,Παραλία Κεριού,ionian-islands-zakynthos,Zakynthos,PASS,none,"Παραλία Κεριού, Zakynthos",verified,"Παραλία Κεριού, Zakynthos",Keri beach,20,35,Keri beach,0,,37.68454,20.83611
1211,Παραλία Μαραθιά,ionian-islands-zakynthos,Zakynthos,PASS,none,"Παραλία Μαραθιά, Zakynthos",verified,"Παραλία Μαραθιά, Zakynthos",Παραλία Μαραθιά,41,35,Παραλία Μαραθιά,1,,37.67107,20.85019
1213,Παραλία Πλακάκι,ionian-islands-zakynthos,Zakynthos,PASS,none,"Παραλία Πλακάκι, Zakynthos",verified,"Παραλία Πλακάκι, Zakynthos",Παραλία Πλακάκι,3,35,Παραλία Πλακάκι,0,,37.68417,20.77068
1214,Παραλία Σελίνας Φιλίππων,ionian-islands-zakynthos,Zakynthos,PASS,none,"Παραλία Σελίνας Φιλίππων, Zakynthos",verified,"Παραλία Σελίνας Φιλίππων, Zakynthos",Παραλία Σελίνας Φιλίππων,0,35,Παραλία Σελίνας Φιλίππων,0,,37.90053,20.65227
1215,Πλάκα/Περιβολάκια,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πλάκα/Περιβολάκια, Zakynthos",verified,"Πλάκα/Περιβολάκια, Zakynthos",Πλάκα/Περιβολάκια,126,35,Πλάκα/Περιβολάκια,120,,37.72986,20.98705
1216,Πόρτο Βρώμη,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πόρτο Βρώμη, Zakynthos",verified,"Πόρτο Βρώμη, Zakynthos",Πόρτο Βρώμη,3,35,Πόρτο Βρώμη,0,,37.8224,20.63464
1217,Πόρτο Ζόρο,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πόρτο Ζόρο, Zakynthos",verified,"Πόρτο Ζόρο, Zakynthos",Πόρτο Ζόρο,14,35,Πόρτο Ζόρο,0,,37.73983,20.96058
1218,Πόρτο Καμίνια,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πόρτο Καμίνια, Zakynthos",verified,"Πόρτο Καμίνια, Zakynthos",Πόρτο Καμίνια,3,35,Βουρδέρη,245,,37.74324,20.95391
1219,Πόρτο Ρώμα,ionian-islands-zakynthos,Zakynthos,PASS,none,"Πόρτο Ρώμα, Zakynthos",verified,"Πόρτο Ρώμα, Zakynthos",Πόρτο Ρώμα,0,35,Πόρτο Ρώμα,0,,37.71712,20.98963
1063,Νότια Άβυθος Γυμνιστών,ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Avithos South (nudist), Kefalonia",needs_review,"Avithos South (nudist), Kefalonia",Avithos South (nudist),12,0,Avithos South (nudist),0,weak_name_match,38.09861,20.54363
1064,Central Square Beach,ionian-islands-kefalonia,Kefalonia,PASS,none,"Central Square Beach, Kefalonia",verified,"Central Square Beach, Kefalonia",Central Square Beach,7,35,Central Square Beach,4,,38.15118,20.77624
1065,Cronidis Beach,ionian-islands-kefalonia,Kefalonia,PASS,none,"Cronidis Beach, Kefalonia",verified,"Cronidis Beach, Kefalonia",Cronidis Beach,17,35,Cronidis Beach,0,,38.1306,20.79339
1066,Δαφνούδι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Dafnoudi beach, Kefalonia",verified,"Dafnoudi beach, Kefalonia",Dafnoudi beach,8,35,Dafnoudi beach,1,,38.47161,20.54843
1067,Έμπλυση,ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Emblisi Beach, Kefalonia",needs_review,"Emblisi Beach, Kefalonia",Emblisi Beach,9,0,Emblisi Beach,0,weak_name_match,38.46627,20.57304
1068,Φτέρη,ionian-islands-kefalonia,Kefalonia,PASS,none,"Fteri Beach, Kefalonia",verified,"Fteri Beach, Kefalonia",Fteri Beach,18,35,Fteri Beach,0,,38.32284,20.45373
1069,Κιμηλιά,ionian-islands-kefalonia,Kefalonia,PASS,none,"Kimilia Beach, Kefalonia",verified,"Kimilia Beach, Kefalonia",Kimilia Beach,0,35,Kimilia Beach,0,,38.47162,20.56249
1072,Μούντα (γυμνιστών),ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Mouda nudist beach, Kefalonia",needs_review,"Mouda nudist beach, Kefalonia",Mouda nudist beach,53,0,Mouda nudist beach,45,weak_name_match,38.05952,20.78435
1073,Αγία Παρασκευή,ionian-islands-kefalonia,Kefalonia,PASS,none,"Paralia Agia Paraskevi, Kefalonia",verified,"Paralia Agia Paraskevi, Kefalonia",Paralia Agia Paraskevi,6,35,Paralia Agia Paraskevi,0,,38.27516,20.61547
1074,Πεσσάδα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Πεσσάδα, Kefalonia",verified,"Πεσσάδα, Kefalonia",Pessada Beach,2,35,Pessada Beach,0,,38.10527,20.5863
1075,Σίσσια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Σίσσια, Kefalonia",verified,"Σίσσια, Kefalonia",Sissia beach,40,35,Sissia beach,1,,38.09871,20.65366
1076,Τραπεζάκι (γυμνιστών),ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Trapezaki naturist beach, Kefalonia",needs_review,"Trapezaki naturist beach, Kefalonia",Trapezaki naturist beach,58,1,Trapezaki naturist beach,1,weak_name_match,38.11753,20.61503
1077,Λιμανάκι Τραπεζακίου,ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Trapezaki port bridge, Kefalonia",needs_review,"Trapezaki port bridge, Kefalonia",Trapezaki port bridge,27,0,Trapezaki port bridge,0,weak_name_match,38.11776,20.6111
1078,Ξι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Ξι, Kefalonia",verified,"Ξι, Kefalonia",Xi Beach,175,35,Xi Beach,0,,38.16027,20.41463
1080,Άγιος Θωμάς,ionian-islands-kefalonia,Kefalonia,PASS,none,"Άγιος Θωμάς, Kefalonia",verified,"Άγιος Θωμάς, Kefalonia",Άγιος Θωμάς,2,35,Άγιος Θωμάς,0,,38.11591,20.60007
1081,Άγιος Χέλης,ionian-islands-kefalonia,Kefalonia,PASS,none,"Άγιος Χέλης, Kefalonia",verified,"Άγιος Χέλης, Kefalonia",Άγιος Χέλης,28,35,Άγιος Χέλης,1,,38.10367,20.52271
1082,Άμμες,ionian-islands-kefalonia,Kefalonia,PASS,none,"Άμμες, Kefalonia",verified,"Άμμες, Kefalonia",Άμμες,21,35,Άμμες,0,,38.1091,20.50989
1084,Αγία Ελένη,ionian-islands-kefalonia,Kefalonia,PASS,none,"Αγία Ελένη, Kefalonia",verified,"Αγία Ελένη, Kefalonia",Αγία Ελένη,4,35,Αγία Ελένη,0,,38.2603,20.36744
1085,Αγία Σωτήρα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Αγία Σωτήρα, Kefalonia",verified,"Αγία Σωτήρα, Kefalonia",Αγία Σωτήρα,25,35,Αγία Σωτήρα,0,,38.25936,20.45698
1086,Αγια Κυριακη,ionian-islands-kefalonia,Kefalonia,PASS,none,"Αγια Κυριακη, Kefalonia",verified,"Αγια Κυριακη, Kefalonia",Αγια Κυριακη,90,35,Αγια Κυριακη,0,,38.31079,20.48812
1088,Αντίσαμος,ionian-islands-kefalonia,Kefalonia,PASS,none,"Αντίσαμος, Kefalonia",verified,"Αντίσαμος, Kefalonia",Αντίσαμος,139,35,Αντίσαμος,1,,38.26066,20.67501
1090,Βουτη,ionian-islands-kefalonia,Kefalonia,PASS,none,"Βουτη, Kefalonia",verified,"Βουτη, Kefalonia",Βουτη,7,35,Βουτη,1,,38.31603,20.47169
1091,Βραχινάρι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Βραχινάρι, Kefalonia",verified,"Βραχινάρι, Kefalonia",Βραχινάρι,15,35,Βραχινάρι,0,,38.16223,20.37749
1092,Γραδάκια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Γραδάκια, Kefalonia",verified,"Γραδάκια, Kefalonia",Γραδάκια,61,35,Γραδάκια,69,,38.16412,20.48039
1093,Ελληνικά,ionian-islands-kefalonia,Kefalonia,PASS,none,"Ελληνικά, Kefalonia",verified,"Ελληνικά, Kefalonia",Ελληνικά,10,35,Ελληνικά,0,,38.28771,20.61067
1094,Κακό Λαγκάδι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Κακό Λαγκάδι, Kefalonia",verified,"Κακό Λαγκάδι, Kefalonia",Κάκό Λαγκάδι,3,35,Κάκό Λαγκάδι,1,,38.12657,20.80107
1095,Καλάμια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Καλάμια, Kefalonia",verified,"Καλάμια, Kefalonia",Καλάμια,24,35,(unnamed),214,,38.17121,20.4811
1096,Καμίνια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Καμίνια, Kefalonia",verified,"Καμίνια, Kefalonia",Καμίνια,156,35,Καμίνια,0,,38.0676,20.7686
1097,Κανάλι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Κανάλι, Kefalonia",verified,"Κανάλι, Kefalonia",Κανάλι,93,35,Κανάλι,0,,38.11578,20.62381
1098,Καραβόμυλος,ionian-islands-kefalonia,Kefalonia,PASS,none,"Καραβόμυλος, Kefalonia",verified,"Καραβόμυλος, Kefalonia",Καραβόμυλος,257,35,Καραβόμυλος,0,,38.25147,20.63879
1100,Κορώνι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Κορώνι, Kefalonia",verified,"Κορώνι, Kefalonia",Κορώνι,36,35,Κορώνι,1,,38.08039,20.69034
1101,Κουμαριά,ionian-islands-kefalonia,Kefalonia,PASS,none,"Κουμαριά, Kefalonia",verified,"Κουμαριά, Kefalonia",Κουμαριά,20,35,Κουμαριά,0,,38.27872,20.44942
1104,Λαγκαδάκια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λαγκαδάκια, Kefalonia",verified,"Λαγκαδάκια, Kefalonia",Λαγκαδάκια,7,35,Λαγκαδάκια,1,,38.17635,20.35118
1105,Λεύκα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λεύκα, Kefalonia",verified,"Λεύκα, Kefalonia",Λεύκα,96,35,Λεύκα,1,,38.09029,20.67344
1106,Λιμένια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λιμένια, Kefalonia",verified,"Λιμένια, Kefalonia",Λιμένια,15,35,Λιμένια,0,,38.13301,20.79172
1107,Λουρδάτα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λουρδάτα, Kefalonia",verified,"Λουρδάτα, Kefalonia",Λουρδάτα,103,35,Λουρδάτα,1,,38.11137,20.63671
1108,Λυγιά Φάρσων,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λυγιά, Kefalonia",verified,"Λυγιά, Kefalonia",Λυγιά,13,35,Λυγιά,0,,38.23143,20.47043
1109,Λυγιά Πεσσάδας,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λυγιά, Kefalonia",verified,"Λυγιά, Kefalonia",Λυγιά,178,35,Λυγιά,1,,38.10327,20.53299
1110,Μακρυς Γιαλος,ionian-islands-kefalonia,Kefalonia,PASS,none,"Μακρυς Γιαλος, Kefalonia",verified,"Μακρυς Γιαλος, Kefalonia",Μακρυς Γιαλος,75,35,Μακρυς Γιαλος,0,,38.15402,20.48052
1111,Μέγας Λάκκος,ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Μεγας Λακος, Kefalonia",needs_review,"Μεγας Λακος, Kefalonia",Μεγας Λακος,23,1,Μεγας Λακος,1,weak_name_match,38.16129,20.42779
1112,Μούντα,ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Παραλία Καμίνια, Kefalonia",needs_review,"Παραλία Καμίνια, Kefalonia",Παραλία Καμίνια,65,0,Παραλία Καμίνια,38,weak_name_match,38.06398,20.77826
1113,Μύρτος,ionian-islands-kefalonia,Kefalonia,PASS,none,"Μύρτος, Kefalonia",verified,"Μύρτος, Kefalonia",Μύρτος,84,35,Μύρτος,0,,38.3436,20.5355
1115,Παλιοσταφίδα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παλιοσταφίδα, Kefalonia",verified,"Παλιοσταφίδα, Kefalonia",Παλιοσταφίδα,18,35,Παλιοσταφίδα,0,,38.16044,20.47869
1116,Παραλία Αγία Βαρβάρα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παραλία Αγία Βαρβάρα, Kefalonia",verified,"Παραλία Αγία Βαρβάρα, Kefalonia",Παραλία Αγία Βαρβάρα,95,35,Παραλία Αγία Βαρβάρα,0,,38.06644,20.75361
1117,Παραλία Αγία Ιερουσαλήμ,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παραλία Αγία Ιερουσαλήμ, Kefalonia",verified,"Παραλία Αγία Ιερουσαλήμ, Kefalonia",Παραλία Αγία Ιερουσαλήμ,7,35,Παραλία Αγία Ιερουσαλήμ,0,,38.42515,20.54469
1118,Παραλία Αλατιές,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παραλία Αλατιές, Kefalonia",verified,"Παραλία Αλατιές, Kefalonia",Παραλία Αλατιές,1,35,Παραλία Αλατιές,0,,38.4398,20.53602
1121,Παραλία Κόλπος Κορμοράνων,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παραλία Κόλπος Κορμοράνων, Kefalonia",verified,"Παραλία Κόλπος Κορμοράνων, Kefalonia",Παραλία Κόλπος Κορμοράνων,4,35,Παραλία Κόλπος Κορμοράνων,0,,38.1886,20.47023
1122,Παραλία Παλιολινός,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παραλία Παλιολινός, Kefalonia",verified,"Παραλία Παλιολινός, Kefalonia",Paliolinos beach,15,35,Paliolinos beach,0,,38.09674,20.54621
1123,Παραλία Άβυθος,ionian-islands-kefalonia,Kefalonia,PASS,none,"Παραλία Άβυθος, Kefalonia",verified,"Παραλία Άβυθος, Kefalonia",Παραλια Αβυθος Avithos Beach,52,35,Παραλια Αβυθος Avithos Beach,0,,38.10092,20.53979
1124,Πετανι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Πετανι, Kefalonia",verified,"Πετανι, Kefalonia",Πετανι,77,35,Πετανι,0,,38.26098,20.37609
1126,Πλατύς Γιαλός,ionian-islands-kefalonia,Kefalonia,PASS,none,"Πλατύς Γιαλός, Kefalonia",verified,"Πλατύς Γιαλός, Kefalonia",Πλατύς Γιαλός,23,35,Πλατύς Γιαλός,0,,38.15171,20.48437
1127,Ράγια,ionian-islands-kefalonia,Kefalonia,PASS,none,"Ράγια, Kefalonia",verified,"Ράγια, Kefalonia",Ράγια,56,35,Ράγια,1,,38.16045,20.76817
1129,Σπαρτιάς,ionian-islands-kefalonia,Kefalonia,PASS,none,"Σπαρτιάς, Kefalonia",verified,"Σπαρτιάς, Kefalonia",Σπαρτιάς,7,35,Σπαρτιάς,1,,38.10285,20.57506
1130,Τραπεζάκι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Τραπεζάκι, Kefalonia",verified,"Τραπεζάκι, Kefalonia",Τραπεζάκι,42,35,Τραπεζάκι,0,,38.11794,20.60884
1131,Φωκι,ionian-islands-kefalonia,Kefalonia,PASS,none,"Φωκι, Kefalonia",verified,"Φωκι, Kefalonia",Beach,2,35,Beach,1,,38.4526,20.57661
